date,rank,song,artist,last-week,peak-rank,weeks-on-board
04/08/1958,1,Poor Little Fool,Ricky Nelson,,1,1
11/08/1958,1,Poor Little Fool,Ricky Nelson,1,1,2
18/08/1958,1,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,2,1,3
25/08/1958,1,Little Star,The Elegants,2,1,4
01/09/1958,1,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,2,1,5
08/09/1958,1,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,1,1,6
15/09/1958,1,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,1,1,7
22/09/1958,1,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,1,1,8
29/09/1958,1,It's All In The Game,Tommy Edwards,3,1,7
06/10/1958,1,It's All In The Game,Tommy Edwards,1,1,8
13/10/1958,1,It's All In The Game,Tommy Edwards,1,1,9
20/10/1958,1,It's All In The Game,Tommy Edwards,1,1,10
27/10/1958,1,It's All In The Game,Tommy Edwards,1,1,11
03/11/1958,1,It's All In The Game,Tommy Edwards,1,1,12
10/11/1958,1,It's Only Make Believe,Conway Twitty,2,1,9
17/11/1958,1,Tom Dooley,The Kingston Trio,2,1,8
24/11/1958,1,It's Only Make Believe,Conway Twitty,2,1,11
01/12/1958,1,"To Know Him, Is To Love Him",The Teddy Bears,3,1,11
08/12/1958,1,"To Know Him, Is To Love Him",The Teddy Bears,1,1,12
15/12/1958,1,"To Know Him, Is To Love Him",The Teddy Bears,1,1,13
22/12/1958,1,The Chipmunk Song,The Chipmunks With David Seville,10,1,4
29/12/1958,1,The Chipmunk Song,The Chipmunks With David Seville,1,1,5
05/01/1959,1,The Chipmunk Song,The Chipmunks With David Seville,1,1,6
12/01/1959,1,The Chipmunk Song,The Chipmunks With David Seville,1,1,7
19/01/1959,1,Smoke Gets In Your Eyes,The Platters,2,1,10
26/01/1959,1,Smoke Gets In Your Eyes,The Platters,1,1,11
02/02/1959,1,Smoke Gets In Your Eyes,The Platters,1,1,12
09/02/1959,1,Stagger Lee,Lloyd Price,5,1,10
16/02/1959,1,Stagger Lee,Lloyd Price,1,1,11
23/02/1959,1,Stagger Lee,Lloyd Price,1,1,12
02/03/1959,1,Stagger Lee,Lloyd Price,1,1,13
09/03/1959,1,Venus,Frankie Avalon,7,1,5
16/03/1959,1,Venus,Frankie Avalon,1,1,6
23/03/1959,1,Venus,Frankie Avalon,1,1,7
30/03/1959,1,Venus,Frankie Avalon,1,1,8
06/04/1959,1,Venus,Frankie Avalon,1,1,9
13/04/1959,1,Come Softly To Me,The Fleetwoods,2,1,6
20/04/1959,1,Come Softly To Me,The Fleetwoods,1,1,7
27/04/1959,1,Come Softly To Me,The Fleetwoods,1,1,8
04/05/1959,1,Come Softly To Me,The Fleetwoods,1,1,9
11/05/1959,1,The Happy Organ,"Dave ""Baby"" Cortez",2,1,9
18/05/1959,1,Kansas City,Wilbert Harrison,6,1,6
25/05/1959,1,Kansas City,Wilbert Harrison,1,1,7
01/06/1959,1,The Battle Of New Orleans,Johnny Horton,2,1,6
08/06/1959,1,The Battle Of New Orleans,Johnny Horton,1,1,7
15/06/1959,1,The Battle Of New Orleans,Johnny Horton,1,1,8
22/06/1959,1,The Battle Of New Orleans,Johnny Horton,1,1,9
29/06/1959,1,The Battle Of New Orleans,Johnny Horton,1,1,10
06/07/1959,1,The Battle Of New Orleans,Johnny Horton,1,1,11
13/07/1959,1,Lonely Boy,Paul Anka,2,1,7
20/07/1959,1,Lonely Boy,Paul Anka,1,1,8
27/07/1959,1,Lonely Boy,Paul Anka,1,1,9
03/08/1959,1,Lonely Boy,Paul Anka,1,1,10
10/08/1959,1,A Big Hunk O' Love,Elvis Presley With The Jordanaires,2,1,6
17/08/1959,1,A Big Hunk O' Love,Elvis Presley With The Jordanaires,1,1,7
24/08/1959,1,The Three Bells,The Browns,7,1,5
31/08/1959,1,The Three Bells,The Browns,1,1,6
07/09/1959,1,The Three Bells,The Browns,1,1,7
14/09/1959,1,The Three Bells,The Browns,1,1,8
21/09/1959,1,Sleep Walk,Santo & Johnny,2,1,9
28/09/1959,1,Sleep Walk,Santo & Johnny,1,1,10
05/10/1959,1,Mack The Knife,Bobby Darin,2,1,7
12/10/1959,1,Mack The Knife,Bobby Darin,1,1,8
19/10/1959,1,Mack The Knife,Bobby Darin,1,1,9
26/10/1959,1,Mack The Knife,Bobby Darin,1,1,10
02/11/1959,1,Mack The Knife,Bobby Darin,1,1,11
09/11/1959,1,Mack The Knife,Bobby Darin,1,1,12
16/11/1959,1,Mr. Blue,The Fleetwoods,2,1,11
23/11/1959,1,Mack The Knife,Bobby Darin,2,1,14
30/11/1959,1,Mack The Knife,Bobby Darin,1,1,15
07/12/1959,1,Mack The Knife,Bobby Darin,1,1,16
14/12/1959,1,Heartaches By The Number,Guy Mitchell,2,1,11
21/12/1959,1,Heartaches By The Number,Guy Mitchell,1,1,12
28/12/1959,1,Why,Frankie Avalon,2,1,6
04/01/1960,1,El Paso,Marty Robbins,2,1,9
11/01/1960,1,El Paso,Marty Robbins,1,1,10
18/01/1960,1,Running Bear,Johnny Preston,4,1,14
25/01/1960,1,Running Bear,Johnny Preston,1,1,15
01/02/1960,1,Running Bear,Johnny Preston,1,1,16
08/02/1960,1,Teen Angel,Mark Dinning,2,1,8
15/02/1960,1,Teen Angel,Mark Dinning,1,1,9
22/02/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,6,1,7
29/02/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,8
07/03/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,9
14/03/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,10
21/03/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,11
28/03/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,12
04/04/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,13
11/04/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,14
18/04/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,15
25/04/1960,1,Stuck On You,Elvis Presley With The Jordanaires,6,1,4
02/05/1960,1,Stuck On You,Elvis Presley With The Jordanaires,1,1,5
09/05/1960,1,Stuck On You,Elvis Presley With The Jordanaires,1,1,6
16/05/1960,1,Stuck On You,Elvis Presley With The Jordanaires,1,1,7
23/05/1960,1,Cathy's Clown,The Everly Brothers,2,1,6
30/05/1960,1,Cathy's Clown,The Everly Brothers,1,1,7
06/06/1960,1,Cathy's Clown,The Everly Brothers,1,1,8
13/06/1960,1,Cathy's Clown,The Everly Brothers,1,1,9
20/06/1960,1,Cathy's Clown,The Everly Brothers,1,1,10
27/06/1960,1,Everybody's Somebody's Fool,Connie Francis,2,1,8
04/07/1960,1,Everybody's Somebody's Fool,Connie Francis,1,1,9
11/07/1960,1,Alley-Oop,Hollywood Argyles,2,1,7
18/07/1960,1,I'm Sorry,Brenda Lee,2,1,8
25/07/1960,1,I'm Sorry,Brenda Lee,1,1,9
01/08/1960,1,I'm Sorry,Brenda Lee,1,1,10
08/08/1960,1,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,2,1,6
15/08/1960,1,It's Now Or Never,Elvis Presley With The Jordanaires,3,1,5
22/08/1960,1,It's Now Or Never,Elvis Presley With The Jordanaires,1,1,6
29/08/1960,1,It's Now Or Never,Elvis Presley With The Jordanaires,1,1,7
05/09/1960,1,It's Now Or Never,Elvis Presley With The Jordanaires,1,1,8
12/09/1960,1,It's Now Or Never,Elvis Presley With The Jordanaires,1,1,9
19/09/1960,1,The Twist,Chubby Checker,2,1,8
26/09/1960,1,My Heart Has A Mind Of Its Own,Connie Francis,2,1,7
03/10/1960,1,My Heart Has A Mind Of Its Own,Connie Francis,1,1,8
10/10/1960,1,Mr. Custer,Larry Verne,3,1,7
17/10/1960,1,Save The Last Dance For Me,The Drifters,4,1,7
24/10/1960,1,I Want To Be Wanted,Brenda Lee,4,1,7
31/10/1960,1,Save The Last Dance For Me,The Drifters,2,1,9
07/11/1960,1,Save The Last Dance For Me,The Drifters,1,1,10
14/11/1960,1,Georgia On My Mind,Ray Charles,4,1,8
21/11/1960,1,Stay,Maurice Williams & The Zodiacs,6,1,8
28/11/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,2,1,3
05/12/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,4
12/12/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,5
19/12/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,6
26/12/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,7
02/01/1961,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,8
09/01/1961,1,Wonderland By Night,Bert Kaempfert And His Orchestra,2,1,9
16/01/1961,1,Wonderland By Night,Bert Kaempfert And His Orchestra,1,1,10
23/01/1961,1,Wonderland By Night,Bert Kaempfert And His Orchestra,1,1,11
30/01/1961,1,Will You Love Me Tomorrow,The Shirelles,4,1,11
06/02/1961,1,Will You Love Me Tomorrow,The Shirelles,1,1,12
13/02/1961,1,Calcutta,Lawrence Welk And His Orchestra,2,1,10
20/02/1961,1,Calcutta,Lawrence Welk And His Orchestra,1,1,11
27/02/1961,1,Pony Time,Chubby Checker,4,1,6
06/03/1961,1,Pony Time,Chubby Checker,1,1,7
13/03/1961,1,Pony Time,Chubby Checker,1,1,8
20/03/1961,1,Surrender,Elvis Presley With The Jordanaires,2,1,5
27/03/1961,1,Surrender,Elvis Presley With The Jordanaires,1,1,6
03/04/1961,1,Blue Moon,The Marcels,6,1,5
10/04/1961,1,Blue Moon,The Marcels,1,1,6
17/04/1961,1,Blue Moon,The Marcels,1,1,7
24/04/1961,1,Runaway,Del Shannon,2,1,8
01/05/1961,1,Runaway,Del Shannon,1,1,9
08/05/1961,1,Runaway,Del Shannon,1,1,10
15/05/1961,1,Runaway,Del Shannon,1,1,11
22/05/1961,1,Mother-In-Law,Ernie K-Doe,2,1,9
29/05/1961,1,Travelin' Man,Ricky Nelson,5,1,6
05/06/1961,1,Running Scared,Roy Orbison,3,1,9
12/06/1961,1,Travelin' Man,Ricky Nelson,2,1,8
19/06/1961,1,Moody River,Pat Boone,2,1,8
26/06/1961,1,Quarter To Three,U.S. Bonds,3,1,6
03/07/1961,1,Quarter To Three,U.S. Bonds,1,1,7
10/07/1961,1,Tossin' And Turnin',Bobby Lewis,2,1,12
17/07/1961,1,Tossin' And Turnin',Bobby Lewis,1,1,13
24/07/1961,1,Tossin' And Turnin',Bobby Lewis,1,1,14
31/07/1961,1,Tossin' And Turnin',Bobby Lewis,1,1,15
07/08/1961,1,Tossin' And Turnin',Bobby Lewis,1,1,16
14/08/1961,1,Tossin' And Turnin',Bobby Lewis,1,1,17
21/08/1961,1,Tossin' And Turnin',Bobby Lewis,1,1,18
28/08/1961,1,Wooden Heart,Joe Dowell,2,1,10
04/09/1961,1,Michael,The Highwaymen,3,1,9
11/09/1961,1,Michael,The Highwaymen,1,1,10
18/09/1961,1,Take Good Care Of My Baby,Bobby Vee,2,1,7
25/09/1961,1,Take Good Care Of My Baby,Bobby Vee,1,1,8
02/10/1961,1,Take Good Care Of My Baby,Bobby Vee,1,1,9
09/10/1961,1,Hit The Road Jack,Ray Charles and his Orchestra,4,1,5
16/10/1961,1,Hit The Road Jack,Ray Charles and his Orchestra,1,1,6
23/10/1961,1,Runaround Sue,Dion,2,1,5
30/10/1961,1,Runaround Sue,Dion,1,1,6
06/11/1961,1,Big Bad John,Jimmy Dean,3,1,6
13/11/1961,1,Big Bad John,Jimmy Dean,1,1,7
20/11/1961,1,Big Bad John,Jimmy Dean,1,1,8
27/11/1961,1,Big Bad John,Jimmy Dean,1,1,9
04/12/1961,1,Big Bad John,Jimmy Dean,1,1,10
11/12/1961,1,Please Mr. Postman,The Marvelettes,2,1,15
18/12/1961,1,The Lion Sleeps Tonight,The Tokens,6,1,6
25/12/1961,1,The Lion Sleeps Tonight,The Tokens,1,1,7
06/01/1962,1,The Lion Sleeps Tonight,The Tokens,1,1,8
13/01/1962,1,The Twist,Chubby Checker,2,1,27
20/01/1962,1,The Twist,Chubby Checker,1,1,28
27/01/1962,1,Peppermint Twist - Part I,Joey Dee & the Starliters,2,1,10
03/02/1962,1,Peppermint Twist - Part I,Joey Dee & the Starliters,1,1,11
10/02/1962,1,Peppermint Twist - Part I,Joey Dee & the Starliters,1,1,12
17/02/1962,1,Duke Of Earl,Gene Chandler,2,1,6
24/02/1962,1,Duke Of Earl,Gene Chandler,1,1,7
03/03/1962,1,Duke Of Earl,Gene Chandler,1,1,8
10/03/1962,1,Hey! Baby,Bruce Channel,2,1,7
17/03/1962,1,Hey! Baby,Bruce Channel,1,1,8
24/03/1962,1,Hey! Baby,Bruce Channel,1,1,9
31/03/1962,1,Don't Break The Heart That Loves You,Connie Francis,2,1,8
07/04/1962,1,Johnny Angel,Shelley Fabares,3,1,6
14/04/1962,1,Johnny Angel,Shelley Fabares,1,1,7
21/04/1962,1,Good Luck Charm,Elvis Presley With The Jordanaires,2,1,6
28/04/1962,1,Good Luck Charm,Elvis Presley With The Jordanaires,1,1,7
05/05/1962,1,Soldier Boy,The Shirelles,4,1,7
12/05/1962,1,Soldier Boy,The Shirelles,1,1,8
19/05/1962,1,Soldier Boy,The Shirelles,1,1,9
26/05/1962,1,Stranger On The Shore,Mr. Acker Bilk,2,1,11
02/06/1962,1,I Can't Stop Loving You,Ray Charles,4,1,5
09/06/1962,1,I Can't Stop Loving You,Ray Charles,1,1,6
16/06/1962,1,I Can't Stop Loving You,Ray Charles,1,1,7
23/06/1962,1,I Can't Stop Loving You,Ray Charles,1,1,8
30/06/1962,1,I Can't Stop Loving You,Ray Charles,1,1,9
07/07/1962,1,The Stripper,David Rose and His Orchestra,2,1,9
14/07/1962,1,Roses Are Red (My Love),Bobby Vinton,2,1,6
21/07/1962,1,Roses Are Red (My Love),Bobby Vinton,1,1,7
28/07/1962,1,Roses Are Red (My Love),Bobby Vinton,1,1,8
04/08/1962,1,Roses Are Red (My Love),Bobby Vinton,1,1,9
11/08/1962,1,Breaking Up Is Hard To Do,Neil Sedaka,2,1,7
18/08/1962,1,Breaking Up Is Hard To Do,Neil Sedaka,1,1,8
25/08/1962,1,The Loco-Motion,Little Eva,2,1,9
01/09/1962,1,Sheila,Tommy Roe,5,1,6
08/09/1962,1,Sheila,Tommy Roe,1,1,7
15/09/1962,1,Sherry,The 4 Seasons,11,1,4
22/09/1962,1,Sherry,The 4 Seasons,1,1,5
29/09/1962,1,Sherry,The 4 Seasons,1,1,6
06/10/1962,1,Sherry,The 4 Seasons,1,1,7
13/10/1962,1,Sherry,The 4 Seasons,1,1,8
20/10/1962,1,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",2,1,7
27/10/1962,1,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",1,1,8
03/11/1962,1,He's A Rebel,The Crystals,2,1,9
10/11/1962,1,He's A Rebel,The Crystals,1,1,10
17/11/1962,1,Big Girls Don't Cry,The 4 Seasons,2,1,5
24/11/1962,1,Big Girls Don't Cry,The 4 Seasons,1,1,6
01/12/1962,1,Big Girls Don't Cry,The 4 Seasons,1,1,7
08/12/1962,1,Big Girls Don't Cry,The 4 Seasons,1,1,8
15/12/1962,1,Big Girls Don't Cry,The 4 Seasons,1,1,9
22/12/1962,1,Telstar,The Tornadoes,5,1,8
29/12/1962,1,Telstar,The Tornadoes,1,1,9
05/01/1963,1,Telstar,The Tornadoes,1,1,10
12/01/1963,1,Go Away Little Girl,Steve Lawrence,2,1,10
19/01/1963,1,Go Away Little Girl,Steve Lawrence,1,1,11
26/01/1963,1,Walk Right In,The Rooftop Singers,11,1,4
02/02/1963,1,Walk Right In,The Rooftop Singers,1,1,5
09/02/1963,1,Hey Paula,Paul and Paula,2,1,7
16/02/1963,1,Hey Paula,Paul and Paula,1,1,8
23/02/1963,1,Hey Paula,Paul and Paula,1,1,9
02/03/1963,1,Walk Like A Man,The 4 Seasons,3,1,6
09/03/1963,1,Walk Like A Man,The 4 Seasons,1,1,7
16/03/1963,1,Walk Like A Man,The 4 Seasons,1,1,8
23/03/1963,1,Our Day Will Come,Ruby And The Romantics,2,1,7
30/03/1963,1,He's So Fine,The Chiffons,4,1,6
06/04/1963,1,He's So Fine,The Chiffons,1,1,7
13/04/1963,1,He's So Fine,The Chiffons,1,1,8
20/04/1963,1,He's So Fine,The Chiffons,1,1,9
27/04/1963,1,I Will Follow Him,Little Peggy March,3,1,6
04/05/1963,1,I Will Follow Him,Little Peggy March,1,1,7
11/05/1963,1,I Will Follow Him,Little Peggy March,1,1,8
18/05/1963,1,If You Wanna Be Happy,Jimmy Soul,3,1,8
25/05/1963,1,If You Wanna Be Happy,Jimmy Soul,1,1,9
01/06/1963,1,It's My Party,Lesley Gore,9,1,4
08/06/1963,1,It's My Party,Lesley Gore,1,1,5
15/06/1963,1,Sukiyaki,Kyu Sakamoto,2,1,6
22/06/1963,1,Sukiyaki,Kyu Sakamoto,1,1,7
29/06/1963,1,Sukiyaki,Kyu Sakamoto,1,1,8
06/07/1963,1,Easier Said Than Done,The Essex,5,1,5
13/07/1963,1,Easier Said Than Done,The Essex,1,1,6
20/07/1963,1,Surf City,Jan & Dean,2,1,6
27/07/1963,1,Surf City,Jan & Dean,1,1,7
03/08/1963,1,So Much In Love,The Tymes,2,1,10
10/08/1963,1,Fingertips - Pt 2,Little Stevie Wonder,2,1,8
17/08/1963,1,Fingertips - Pt 2,Little Stevie Wonder,1,1,9
24/08/1963,1,Fingertips - Pt 2,Little Stevie Wonder,1,1,10
31/08/1963,1,My Boyfriend's Back,The Angels,4,1,5
07/09/1963,1,My Boyfriend's Back,The Angels,1,1,6
14/09/1963,1,My Boyfriend's Back,The Angels,1,1,7
21/09/1963,1,Blue Velvet,Bobby Vinton,2,1,7
28/09/1963,1,Blue Velvet,Bobby Vinton,1,1,8
05/10/1963,1,Blue Velvet,Bobby Vinton,1,1,9
12/10/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,4,1,4
19/10/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,1,1,5
26/10/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,1,1,6
02/11/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,1,1,7
09/11/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,1,1,8
16/11/1963,1,Deep Purple,Nino Tempo & April Stevens,2,1,10
23/11/1963,1,I'm Leaving It Up To You,Dale & Grace,4,1,8
30/11/1963,1,I'm Leaving It Up To You,Dale & Grace,1,1,9
07/12/1963,1,Dominique,The Singing Nun (Soeur Sourire),2,1,5
14/12/1963,1,Dominique,The Singing Nun (Soeur Sourire),1,1,6
21/12/1963,1,Dominique,The Singing Nun (Soeur Sourire),1,1,7
28/12/1963,1,Dominique,The Singing Nun (Soeur Sourire),1,1,8
04/01/1964,1,There! I've Said It Again,Bobby Vinton,2,1,6
11/01/1964,1,There! I've Said It Again,Bobby Vinton,1,1,7
18/01/1964,1,There! I've Said It Again,Bobby Vinton,1,1,8
25/01/1964,1,There! I've Said It Again,Bobby Vinton,1,1,9
01/02/1964,1,I Want To Hold Your Hand,The Beatles,3,1,3
08/02/1964,1,I Want To Hold Your Hand,The Beatles,1,1,4
15/02/1964,1,I Want To Hold Your Hand,The Beatles,1,1,5
22/02/1964,1,I Want To Hold Your Hand,The Beatles,1,1,6
29/02/1964,1,I Want To Hold Your Hand,The Beatles,1,1,7
07/03/1964,1,I Want To Hold Your Hand,The Beatles,1,1,8
14/03/1964,1,I Want To Hold Your Hand,The Beatles,1,1,9
21/03/1964,1,She Loves You,The Beatles,2,1,9
28/03/1964,1,She Loves You,The Beatles,1,1,10
04/04/1964,1,Can't Buy Me Love,The Beatles,27,1,2
11/04/1964,1,Can't Buy Me Love,The Beatles,1,1,3
18/04/1964,1,Can't Buy Me Love,The Beatles,1,1,4
25/04/1964,1,Can't Buy Me Love,The Beatles,1,1,5
02/05/1964,1,Can't Buy Me Love,The Beatles,1,1,6
09/05/1964,1,"Hello, Dolly!",Louis Armstrong And The All Stars,2,1,13
16/05/1964,1,My Guy,Mary Wells,3,1,7
23/05/1964,1,My Guy,Mary Wells,1,1,8
30/05/1964,1,Love Me Do,The Beatles,2,1,8
06/06/1964,1,Chapel Of Love,The Dixie Cups,2,1,6
13/06/1964,1,Chapel Of Love,The Dixie Cups,1,1,7
20/06/1964,1,Chapel Of Love,The Dixie Cups,1,1,8
27/06/1964,1,A World Without Love,Peter And Gordon,2,1,8
04/07/1964,1,I Get Around,The Beach Boys,2,1,7
11/07/1964,1,I Get Around,The Beach Boys,1,1,8
18/07/1964,1,Rag Doll,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",3,1,5
25/07/1964,1,Rag Doll,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",1,1,6
01/08/1964,1,A Hard Day's Night,The Beatles,2,1,3
08/08/1964,1,A Hard Day's Night,The Beatles,1,1,4
15/08/1964,1,Everybody Loves Somebody,Dean Martin,2,1,8
22/08/1964,1,Where Did Our Love Go,The Supremes,2,1,7
29/08/1964,1,Where Did Our Love Go,The Supremes,1,1,8
05/09/1964,1,House Of The Rising Sun,The Animals,2,1,5
12/09/1964,1,House Of The Rising Sun,The Animals,1,1,6
19/09/1964,1,House Of The Rising Sun,The Animals,1,1,7
26/09/1964,1,"Oh, Pretty Woman",Roy Orbison And The Candy Men,4,1,5
03/10/1964,1,"Oh, Pretty Woman",Roy Orbison And The Candy Men,1,1,6
10/10/1964,1,"Oh, Pretty Woman",Roy Orbison And The Candy Men,1,1,7
17/10/1964,1,Do Wah Diddy Diddy,Manfred Mann,2,1,7
24/10/1964,1,Do Wah Diddy Diddy,Manfred Mann,1,1,8
31/10/1964,1,Baby Love,The Supremes,6,1,5
07/11/1964,1,Baby Love,The Supremes,1,1,6
14/11/1964,1,Baby Love,The Supremes,1,1,7
21/11/1964,1,Baby Love,The Supremes,1,1,8
28/11/1964,1,Leader Of The Pack,The Shangri-Las,2,1,8
05/12/1964,1,Ringo,Lorne Greene,5,1,6
12/12/1964,1,Mr. Lonely,Bobby Vinton,2,1,7
19/12/1964,1,Come See About Me,The Supremes,4,1,6
26/12/1964,1,I Feel Fine,The Beatles,2,1,4
02/01/1965,1,I Feel Fine,The Beatles,1,1,5
09/01/1965,1,I Feel Fine,The Beatles,1,1,6
16/01/1965,1,Come See About Me,The Supremes,2,1,10
23/01/1965,1,Downtown,Petula Clark,4,1,6
30/01/1965,1,Downtown,Petula Clark,1,1,7
06/02/1965,1,You've Lost That Lovin' Feelin',The Righteous Brothers,2,1,9
13/02/1965,1,You've Lost That Lovin' Feelin',The Righteous Brothers,1,1,10
20/02/1965,1,This Diamond Ring,Gary Lewis And The Playboys,3,1,6
27/02/1965,1,This Diamond Ring,Gary Lewis And The Playboys,1,1,7
06/03/1965,1,My Girl,The Temptations,3,1,8
13/03/1965,1,Eight Days A Week,The Beatles,5,1,4
20/03/1965,1,Eight Days A Week,The Beatles,1,1,5
27/03/1965,1,Stop! In The Name Of Love,The Supremes,2,1,6
03/04/1965,1,Stop! In The Name Of Love,The Supremes,1,1,7
10/04/1965,1,I'm Telling You Now,Freddie And The Dreamers,3,1,5
17/04/1965,1,I'm Telling You Now,Freddie And The Dreamers,1,1,6
24/04/1965,1,Game Of Love,Wayne Fontana & The Mindbenders,3,1,6
01/05/1965,1,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,2,1,3
08/05/1965,1,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,1,1,4
15/05/1965,1,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,1,1,5
22/05/1965,1,Ticket To Ride,The Beatles,3,1,5
29/05/1965,1,"Help Me, Rhonda",The Beach Boys,4,1,7
05/06/1965,1,"Help Me, Rhonda",The Beach Boys,1,1,8
12/06/1965,1,Back In My Arms Again,The Supremes,3,1,7
19/06/1965,1,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,4,1,6
26/06/1965,1,Mr. Tambourine Man,The Byrds,2,1,7
03/07/1965,1,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,2,1,8
10/07/1965,1,(I Can't Get No) Satisfaction,The Rolling Stones,2,1,5
17/07/1965,1,(I Can't Get No) Satisfaction,The Rolling Stones,1,1,6
24/07/1965,1,(I Can't Get No) Satisfaction,The Rolling Stones,1,1,7
31/07/1965,1,(I Can't Get No) Satisfaction,The Rolling Stones,1,1,8
07/08/1965,1,"I'm Henry VIII, I Am",Herman's Hermits,2,1,6
14/08/1965,1,I Got You Babe,Sonny & Cher,5,1,6
21/08/1965,1,I Got You Babe,Sonny & Cher,1,1,7
28/08/1965,1,I Got You Babe,Sonny & Cher,1,1,8
04/09/1965,1,Help!,The Beatles,2,1,5
11/09/1965,1,Help!,The Beatles,1,1,6
18/09/1965,1,Help!,The Beatles,1,1,7
25/09/1965,1,Eve Of Destruction,Barry McGuire,2,1,6
02/10/1965,1,Hang On Sloopy,The McCoys,2,1,8
09/10/1965,1,Yesterday,The Beatles,3,1,3
16/10/1965,1,Yesterday,The Beatles,1,1,4
23/10/1965,1,Yesterday,The Beatles,1,1,5
30/10/1965,1,Yesterday,The Beatles,1,1,6
06/11/1965,1,Get Off Of My Cloud,The Rolling Stones,3,1,5
13/11/1965,1,Get Off Of My Cloud,The Rolling Stones,1,1,6
20/11/1965,1,I Hear A Symphony,The Supremes,5,1,4
27/11/1965,1,I Hear A Symphony,The Supremes,1,1,5
04/12/1965,1,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,2,1,7
11/12/1965,1,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,1,1,8
18/12/1965,1,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,1,1,9
25/12/1965,1,Over And Over,The Dave Clark Five,2,1,7
01/01/1966,1,The Sound Of Silence,Simon & Garfunkel,5,1,7
08/01/1966,1,We Can Work It Out,The Beatles,2,1,4
15/01/1966,1,We Can Work It Out,The Beatles,1,1,5
22/01/1966,1,The Sound Of Silence,Simon & Garfunkel,2,1,10
29/01/1966,1,We Can Work It Out,The Beatles,2,1,7
05/02/1966,1,My Love,Petula Clark,9,1,7
12/02/1966,1,My Love,Petula Clark,1,1,8
19/02/1966,1,Lightnin' Strikes,Lou Christie,2,1,9
26/02/1966,1,These Boots Are Made For Walkin',Nancy Sinatra,2,1,6
05/03/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,3,1,5
12/03/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,1,1,6
19/03/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,1,1,7
26/03/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,1,1,8
02/04/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,1,1,9
09/04/1966,1,(You're My) Soul And Inspiration,The Righteous Brothers,3,1,6
16/04/1966,1,(You're My) Soul And Inspiration,The Righteous Brothers,1,1,7
23/04/1966,1,(You're My) Soul And Inspiration,The Righteous Brothers,1,1,8
30/04/1966,1,Good Lovin',The Young Rascals,6,1,8
07/05/1966,1,"Monday, Monday",The Mamas & The Papas,3,1,5
14/05/1966,1,"Monday, Monday",The Mamas & The Papas,1,1,6
21/05/1966,1,"Monday, Monday",The Mamas & The Papas,1,1,7
28/05/1966,1,When A Man Loves A Woman,Percy Sledge,4,1,8
04/06/1966,1,When A Man Loves A Woman,Percy Sledge,1,1,9
